,street_address,city,state,zip_code,longitude,latitude,family_id
90,664 Pearson Villages Suite 626,Covington,LA,70433,-90.178201,30.432114,NKcJUaJbRB
91,67646 David View Apt. 151,Baton Rouge,LA,70808,-91.184561,30.439515,ezogkuzTFF
92,85837 Melissa Ridges,Walker,LA,70785,-90.91337,30.586133,tiRTPEEGdg
93,565 Peters View Apt. 113,Pineville,LA,71360,-92.443594,31.473427,YUkLnELfAb
94,744 Savannah Key Apt. 012,Morgan City,LA,70380,-91.272748,29.734018,pByidZbQpq
95,436 Stacy Centers,Denham Springs,LA,70726,-90.971583,30.473171,dHZywZuzmE
96,308 Reginald Brooks,Ponchatoula,LA,70454,-90.53274,30.48103,LIXMAreZOl
97,5640 Alexander Knoll Apt. 065,Meraux,LA,70075,-89.986267,29.984206,eUnJgbnpUw
98,69269 Stanley Mountains Suite 864,Baton Rouge,LA,70816,-91.06914,30.485086,ErvVklLDOU
99,249 Garza Greens Suite 340,Amite,LA,70422,-90.584229,30.775076,MntnqKIfcD
100,471 Ray Hollow Apt. 570,Catonsville,MD,21228,-76.874527,39.378236,TMqfRTKyLe
101,051 Angelica Trafficway,North East,MD,21901,-76.025476,39.617192,dWELtfwVCo
102,43047 Avery Trafficway Apt. 124,Glen Burnie,MD,21060,-76.669363,39.287134,AboHonnuCA
103,7893 Tara Station Apt. 913,Fallston,MD,21047,-76.469885,39.586035,sJBNbRTkyF
104,941 Wright Plaza,Hagerstown,MD,21740,-77.764266,39.77885,TZJcsdQpSj
105,51671 Tracy Falls,Pasadena,MD,21122,-76.652839,39.16057,qftwcPdiVa
106,580 Cooper Ramp Suite 902,Hampstead,MD,21074,-76.98246,39.654335,vOEmeLSyqa
107,60727 Perry Curve Suite 296,Oakland,MD,21550,-79.43215,39.44403,MxOUJnyAgK
108,398 Jonathan Pass,Westminster,MD,21157,-77.054442,39.658593,zOtQzSpbea
109,3168 Jacob Wells,Prince Frederick,MD,20678,-76.613017,38.566235,quKdaRGbQM
110,37471 Bryan Cape Suite 159,Prince Frederick,MD,20678,-76.632477,38.557699,EJjXRvwdFO
111,16057 Hannah Meadows Apt. 830,Randallstown,MD,21133,-76.823876,39.450452,gArEZAvYBO
112,845 Rogers Shores,Lavale,MD,21502,-78.887097,39.632137,tJSwNGoPIB
113,440 Steven Station,Bowie,MD,20716,-76.763669,38.984227,JihlpbryKx
114,052 Long Drives,Nottingham,MD,21236,-76.538067,39.46673,nixOHhtoRb
115,38445 Lewis Trail,Oakland,MD,21550,-79.47984,39.41133,zmJusjrlmK
116,5738 Robert Rest Apt. 810,Baltimore,MD,21220,-76.455941,39.316975,SMCUrWjXqg
117,381 Joel Plain,North East,MD,21901,-76.086928,39.689669,pvRyyTOcmf
118,6684 Jeffrey Falls,Denton,MD,21629,-75.873329,38.989343,rgUHNvkpEa
119,661 Lori Spring Suite 850,Salisbury,MD,21801,-75.627576,38.43246,lJSuhJuhRG
120,475 Hector Square,Lavale,MD,21502,-78.825732,39.611883,JwNLrjlafE
121,87917 Sanders Lodge Apt. 576,Prince Frederick,MD,20678,-76.621495,38.579724,ulfTTTLOad
122,2689 Powell Expressway,Baltimore,MD,21237,-76.565432,39.349843,wtPACpxahJ
123,42992 Roberts Inlet Suite 011,Glen Burnie,MD,21060,-76.64099,39.242366,wVyLjhlqPy
124,818 Moore Port Apt. 891,Salisbury,MD,21801,-75.610726,38.434459,yqoxnmQZiU
125,052 Zachary Bypass,California,MD,20619,-76.562118,38.347942,pKYsuhEicp
126,715 David Club,Mount Airy,MD,21771,-77.21324,39.489072,SnMdbztFLj
127,77632 James Green Apt. 865,Randallstown,MD,21133,-76.858846,39.46097,wdvWxgDAmH
128,1457 White Rapids Apt. 802,Cockeysville,MD,21030,-76.653255,39.557429,hvnZNaVwkW
129,133 Moore Station,Landover Hills,MD,20784,-76.969965,38.988283,DnkZkvRbCb
130,306 James Ville Apt. 018,La Plata,MD,20646,-77.024903,38.68663,uXTzAsuqZB
131,740 Molina Causeway,Abingdon,MD,21009,-76.320302,39.559552,aNBRpZNSlp
132,115 Matthew Key,Columbia,MD,21045,-76.875672,39.249343,VWRkpewjWN
133,535 Cynthia Forges,California,MD,20619,-76.543949,38.389411,yPgqylQxox
134,328 Teresa Ways Suite 108,Hanover,MD,21076,-76.72149,39.234802,EDAldlHPWX
135,8243 Cheryl Isle,Abingdon,MD,21009,-76.331974,39.529886,LnjUzbnNgt
136,2967 Davis Fort Apt. 454,Towson,MD,21286,-76.679564,39.427342,PGXHrKThdH
137,2117 Bell Drives,Arbutus,MD,21227,-76.719837,39.289922,CckBatdQKi
138,5879 Angel Lodge Apt. 700,Pasadena,MD,21122,-76.654616,39.137787,RRoKnXOcVX
139,35700 Lawson Ridges Apt. 670,Hagerstown,MD,21740,-77.726917,39.769802,KvlYYkAbKb
140,65375 Leslie View,Columbia,MD,21045,-76.83188,39.241304,qINLFOCFAO
141,9280 Mathews Islands,Cambridge,MD,21613,-76.158843,38.614705,UgbqKibbGJ
142,51649 Samantha Hills,Prince Frederick,MD,20678,-76.683265,38.548504,JaIUqfQHvA
143,32761 Bowers Keys Apt. 989,Columbia,MD,21045,-76.851035,39.244678,pcSsMuOaQK
144,822 Brad Cliffs Suite 852,Lavale,MD,21502,-78.884254,39.687674,XXjFliQhRk
145,7739 Sanchez Isle,Randallstown,MD,21133,-76.874976,39.461855,TTiZwMSKmU
146,18996 Becky Centers,Westminster,MD,21157,-77.037723,39.616675,kbTXMoizjX
147,607 Michael Flat,Pasadena,MD,21122,-76.620801,39.157904,PHUQzRKPoV
148,749 Shaw Ford,Lavale,MD,21502,-78.833586,39.683234,BXGaQNvvkv
149,018 Paul Drive Apt. 652,Severn,MD,21144,-76.686927,39.14282,EYIQBzKNYf
150,5213 Nathan Divide,Sykesville,MD,21784,-76.969296,39.454982,uFIiVCbbeJ
151,205 Lane Avenue,Hampstead,MD,21074,-76.94567,39.62619,rfIhTsZjTY
152,88428 Douglas Lake,Oakland,MD,21550,-79.447085,39.476106,LeGAbzeihz
153,513 Scott Fort Suite 634,Easton,MD,21601,-76.114235,38.840587,PgSXmSfPDt
154,136 Robin Ridges,Lavale,MD,21502,-78.863385,39.677803,EXNUvanfJw
155,897 Johnson Harbor,Severn,MD,21144,-76.640375,39.187029,aIxMUOEjAx
156,150 Dennis Isle,Westminster,MD,21157,-77.067619,39.635947,NIhagCIuek
157,62618 Kimberly Hollow Suite 618,Severn,MD,21144,-76.68573,39.125867,xTndInkgpJ
158,2987 Brooke Terrace Suite 914,Dunkirk,MD,20754,-76.782987,38.721658,uCVfCUXxdu
159,2023 Amy Drive,Hanover,MD,21076,-76.735201,39.277003,YeXRdeqdJe
160,693 Thomas Summit,Sykesville,MD,21784,-76.950715,39.480843,VgQrDPswoq
161,948 Moore Port,Hagerstown,MD,21740,-77.741892,39.727913,CJvUKTWWxj
162,4469 Edwards Road Suite 014,Landover Hills,MD,20784,-76.962339,38.922992,PMuqgAEOew
163,56944 Michael Parkways,Glen Burnie,MD,21060,-76.643438,39.253819,NZArUIYmPr
164,311 Howard Road Apt. 846,Prince Frederick,MD,20678,-76.625275,38.523311,tldZydsYtg
165,05755 Krause Lake,Hanover,MD,21076,-76.759676,39.249388,KFbDtMoAQt
166,6248 Sean Gateway Suite 728,Germantown,MD,20876,-77.319089,39.255739,wjKMPlcLzQ
167,392 Ann Fall,North East,MD,21901,-76.032048,39.623068,NwxxzktOJV
168,7569 Ryan Shores,Germantown,MD,20876,-77.356282,39.214664,GkcNBTVyoK
169,7457 Michelle Stravenue Suite 322,Baltimore,MD,21220,-76.476644,39.337523,nDUBrkWQBn
170,214 Christopher Heights Suite 253,California,MD,20619,-76.58179,38.363285,ZhSvfbZYfg
171,1426 Garcia Causeway Suite 006,Abingdon,MD,21009,-76.318319,39.543535,aLbDQsacse
172,51690 Carl Throughway,Dunkirk,MD,20754,-76.716657,38.757547,TWwpOfPYNv
173,6468 Hawkins Ford Suite 321,La Plata,MD,20646,-77.028748,38.63986,UFaoBgacJe
174,1368 Stephen Harbor,Berlin,MD,21811,-75.264176,38.328732,CUmjvtJxOR
175,167 Brown Ford Apt. 332,Owings Mills,MD,21117,-76.835833,39.475062,OaxmHODuPH
176,025 Alex Stream Apt. 641,Bowie,MD,20716,-76.751063,38.929517,buToWGpHGc
177,5741 Green Parks Suite 442,Frederick,MD,21701,-77.435548,39.456035,YmEFpllxHe
178,0460 Compton Plaza Apt. 118,Sykesville,MD,21784,-76.92188,39.416862,tXDjkuolSR
179,9128 Norman Flat,Lavale,MD,21502,-78.811001,39.675863,QDHhvnqplC
180,920 Bonnie Burg Suite 392,North East,MD,21901,-76.013905,39.671511,TKMLNnFSCe
181,957 Patrick Rest,Pasadena,MD,21122,-76.677007,39.141836,shMTErzXRE
182,11282 Timothy Orchard,Prince Frederick,MD,20678,-76.610537,38.5747,xexHSGfTGZ
183,0066 Underwood Fall,Berlin,MD,21811,-75.236229,38.326261,XnMRESzEVI
184,04395 Villarreal Ports,Hagerstown,MD,21740,-77.730252,39.784971,rmIlIwzWRp
185,363 Thomas Square Apt. 871,Columbia,MD,21045,-76.882155,39.282153,zaddbBcImw
186,9575 Stacey Cove Apt. 998,Hampstead,MD,21074,-76.978272,39.610282,oTryGmnmxE
187,521 Joseph Rapids,Glen Burnie,MD,21060,-76.6695,39.230196,JepmqVsqay
188,652 Peters Corner Apt. 764,Oakland,MD,21550,-79.43382,39.467023,NRrBsRrkHy
189,15522 Ruiz Rue,Fallston,MD,21047,-76.440667,39.511568,JdMCjqQyie
190,2039 Andrade Springs Suite 994,Salisbury,MD,21826,-75.65974,38.387504,ZMBifDAxmG
191,979 Lori Track Suite 998,Hanover,MD,21076,-76.772574,39.235589,iPhzLnYDto
192,47190 Gina Ridges Suite 154,Pocomoke City,MD,21851,-75.636987,38.128194,fszdTKYRsp
193,923 Richardson Roads Suite 076,Mount Airy,MD,21771,-77.2304,39.464273,maYwFvjhmY
194,934 Brad Rest Suite 327,Nottingham,MD,21236,-76.537823,39.434928,PUNfFvKWhe
195,2877 Hanson Knoll Apt. 290,Hanover,MD,21076,-76.712811,39.255883,jqFDCbdMUw
196,4861 Tiffany Forks,Laurel,MD,20724,-76.851687,39.179564,ggZXugNqCg
197,26980 George Square Apt. 139,Mount Airy,MD,21771,-77.279822,39.452174,titTpImdLB
198,75885 Smith Stream Suite 785,Abingdon,MD,21009,-76.312564,39.520531,fYZROvqKRY
199,6146 Kellie Fort,Towson,MD,21286,-76.63273,39.469231,lXdwbOgCrx
200,3872 Alexander Corner,Belmont,NC,28012,-81.083959,35.361884,YDlDmOCEkI
201,316 Boone Port Apt. 134,Morganton,NC,28655,-81.720468,35.759268,olTmLAEZOe
202,6184 Herbert Village,Morganton,NC,28655,-81.742223,35.726843,kiFNqERDHX
203,83225 Meredith Ports Suite 963,Raeford,NC,28376,-79.277397,35.015389,RMmrDBIHvy
204,3559 Cruz Curve Suite 382,Clayton,NC,27520,-78.5184,35.753415,cndBwUOUEu
205,57021 Haas Lodge Suite 312,Cary,NC,27513,-78.883031,35.83854,mUoITlDfto
206,30020 Crystal Springs Apt. 192,Asheville,NC,28803,-82.534657,35.510608,QLSRYotMjR
207,63790 Anderson Stream Suite 271,Gastonia,NC,28056,-81.180783,35.319382,RTBahhwCrn
208,875 Butler Oval,Burlington,NC,27217,-79.481214,36.132823,RMUCsVRPwG
209,46935 Amy Corner Suite 934,Dallas,NC,28034,-81.211347,35.343327,ZdlMAYhgSN
210,46961 Bishop Isle,Weaverville,NC,28787,-82.623488,35.714848,JRJxpqwNGp
211,5996 Campbell Harbors Apt. 189,Elkin,NC,28621,-80.860751,36.320927,KaHkBbNkUp
212,41587 Phyllis Ridges Apt. 008,Goldsboro,NC,27530,-78.172837,35.476024,ZsxbUYOsDr
213,659 Kristine Via Apt. 776,Ahoskie,NC,27910,-77.064245,36.351331,XBILIicqpf
214,72453 Simon Glen,Fayetteville,NC,28304,-79.122353,35.056155,yEYjhfdAYX
215,09293 Mark Dale,Jacksonville,NC,28540,-77.564191,34.841235,enWjYnfMJK
216,91391 Craig Roads,Taylorsville,NC,28681,-81.267187,35.970217,dyemYJSXgv
217,38007 Joshua Street Suite 302,Cary,NC,27518,-78.817953,35.75788,pzkoIQkCnE
218,575 Parker Locks,Hendersonville,NC,28792,-82.483151,35.332055,ThwdTrWQuD
219,643 Russell Curve,Durham,NC,27704,-78.860493,36.0233,EnilLJBudR
220,1374 Thompson Plains Apt. 810,Wilkesboro,NC,28697,-81.242436,36.185292,SuNtFxkxpw
221,1829 Yvonne Square Suite 048,Wake Forest,NC,27587,-78.536801,36.015896,kNIQkSiJEb
222,7969 Shawn Mountain,Roanoke Rapids,NC,27870,-77.659243,36.474148,ZUGNkWmDls
223,54842 Ramos Row Suite 520,Spruce Pine,NC,28777,-82.045701,35.920547,FyGBnjpYFf
224,69883 Mary Prairie Apt. 749,Erwin,NC,28339,-78.664937,35.347584,VHzMKVNPlo
225,83182 Sherri Island Suite 668,Spruce Pine,NC,28777,-82.064499,35.983464,AlPtmhkbFT
226,96946 Wesley Loop Apt. 736,Hillsborough,NC,27278,-79.162431,36.167193,JDOEidkYyf
227,29730 Karen Mount,Raleigh,NC,27616,-78.644982,35.963857,ywTAQhSgnw
228,81147 Derek Vista,Lenoir,NC,28645,-81.547314,35.974739,GLBsKJbuNU
229,39925 Nicholson Mills,Charlotte,NC,28226,-80.818355,35.173959,AumSXKGYyi
230,84002 Melissa Keys,Wallace,NC,28466,-78.0175,34.754742,sLFnJOZPiy
231,61729 Norma Way,Hudson,NC,28638,-81.529933,35.933,UeieDAxzrj
232,212 Logan Springs,Mount Airy,NC,27030,-80.622046,36.55729,EIOEsnJuyg
233,701 Brown Extension Suite 238,Wilmington,NC,28412,-77.981636,34.113204,YgOvDRERAf
234,84851 Cindy Valley Suite 117,Newton,NC,28658,-81.241995,35.78373,XBSVpxYicu
235,423 Frank Meadow Apt. 860,Charlotte,NC,28262,-80.784353,35.374277,CtYCTloKPV
236,85342 Christopher Unions,Winston Salem,NC,27106,-80.353488,36.269034,pmPjrJtWoA
237,5254 Branch Crescent,Goldsboro,NC,27530,-78.151273,35.467854,PsiQqttoYl
238,569 Heather Trail,Huntersville,NC,28078,-80.85999,35.42385,SVPCJAmhUk
239,69132 Laura Burgs Suite 823,Southport,NC,28461,-78.088377,33.965205,uOKwrGoDHh
240,27093 Jeffrey Ridges,Indian Trail,NC,28079,-80.632378,35.117435,POjlUerOyJ
241,00005 Morales Ville,Leland,NC,28451,-78.058353,34.211607,uwCiQrYLmU
242,4421 Wilson Bridge Suite 256,Winston Salem,NC,27127,-80.358372,36.064772,KsRIkdNswL
243,847 Tony Plaza Apt. 467,Winston Salem,NC,27103,-80.315365,36.175357,gFUsqDWbCX
244,643 Elizabeth Islands,Erwin,NC,28339,-78.631657,35.32804,pdWdXeUWtl
245,744 Cruz Centers Suite 692,Shelby,NC,28152,-81.553626,35.379714,OFKLaoLWJV
246,0550 Mackenzie Viaduct,Wilson,NC,27893,-77.988226,35.745,gYHvpaEMBV
247,95847 Joanne Walk Suite 124,Clinton,NC,28328,-78.433437,35.044103,hMyyQbuUza
248,2840 Owens Throughway,Fayetteville,NC,28314,-79.145213,35.176391,oFLgHHLitZ
249,2624 Sally Junction Suite 647,Winston Salem,NC,27105,-80.375375,36.228508,tbBsoHzirx
250,3514 William Forge Suite 651,Winston Salem,NC,27105,-80.352372,36.252179,xylmLtIIpa
251,506 Lynn Island Apt. 604,Siler City,NC,27344,-79.428078,35.725543,lPvLDjTUdS
252,1377 Mcgee Summit,Marion,NC,28752,-82.029733,35.671395,KAwHvLuBOm
253,4508 Mark Shore,Goldsboro,NC,27530,-78.158113,35.462859,dzFofdyXNd
254,24864 Weber Flat,Durham,NC,27707,-79.041039,36.084254,FwzAxNhPZY
255,000 Tiffany Villages,Charlotte,NC,28205,-80.8458,35.288676,CWlcloSqUP
256,44371 Paul Common,Charlotte,NC,28226,-80.825984,35.131312,gNWUyLZduH
257,005 Michael Manors Suite 955,Raleigh,NC,27616,-78.648703,35.959908,hOtnjRjpdC
258,78006 Margaret Key,Concord,NC,28027,-80.768333,35.486877,HMEouknfyP
259,1951 Kyle Turnpike,Morehead City,NC,28557,-76.849511,34.767246,PyhEzTDnle
260,79743 Kelly Course Apt. 591,Williamston,NC,27892,-77.181224,35.852562,AQJhvECYbo
261,200 George Trace Apt. 592,Hudson,NC,28638,-81.58569,35.973767,IEFYYXCoAy
262,197 Patel Falls,Apex,NC,27502,-78.877285,35.760133,pTjBsrdkrk
263,624 Johnson Square,Zebulon,NC,27597,-78.326589,35.844348,HeypgFVhtZ
264,469 Hernandez Club,Raleigh,NC,27610,-78.643346,35.817433,RRKGuJGdEo
265,585 Boyd Row,High Point,NC,27265,-80.047088,36.073702,IrjbzcNmqe
266,346 Horne Plains Apt. 606,Greensboro,NC,27410,-79.964409,36.154511,BiwcdPECnT
267,7186 Scott Village Apt. 905,Statesville,NC,28625,-80.948961,35.823581,duMTxAdnGK
268,1083 Daniel Freeway Apt. 819,Kinston,NC,28504,-77.653318,35.382752,rnvQgrWznD
269,56788 Collier Motorway,Charlotte,NC,28226,-80.930893,35.168628,gpXlzOpgQD
270,6300 Spencer Trail,Fayetteville,NC,28303,-79.065348,35.150532,ofXiDgmtga
271,058 Campbell Glens,Hendersonville,NC,28792,-82.476639,35.378874,aPDIFBhjZX
272,4759 Kristen Mews,Durham,NC,27704,-78.823757,36.041352,cTSFWvKvdv
273,78841 James Street,Statesville,NC,28625,-80.972032,35.872131,ahMAqUdAiu
274,29527 Melinda Motorway Suite 882,Wilson,NC,27893,-77.974623,35.765272,JyNevVXRzH
275,76096 Salazar Ramp Apt. 547,Spruce Pine,NC,28777,-82.057413,35.941609,TeIcrQGGDI
276,2476 Ellis Square Apt. 144,Laurinburg,NC,28352,-79.552988,34.848391,HiApgCJHRY
277,35218 Lynch Spur,Fayetteville,NC,28311,-78.915514,35.113907,kRHYbdnEYj
278,8040 Lee Crossroad Apt. 776,Charlotte,NC,28227,-80.774287,35.256238,xNCAbTUKhh
279,443 Carson Land,Raleigh,NC,27609,-78.624018,35.826583,HjRvXNXDSy
280,8554 Cross Roads,Wadesboro,NC,28170,-80.135142,35.082327,oJeTUSrqXM
281,4041 Gordon Orchard Apt. 454,Winterville,NC,28590,-77.422011,35.653944,jbqUAZCKCl
282,02155 Anthony Road Apt. 411,Mount Olive,NC,28365,-78.185103,35.256951,PUfofHtbhd
283,374 Robert Stream,Raleigh,NC,27603,-78.716891,35.783413,HvBgxlMOvw
284,985 Jones Landing,Fayetteville,NC,28306,-78.966861,35.041137,cBbTXbaeIL
285,34031 Nelson Ranch,Gastonia,NC,28052,-81.287475,35.357572,hkLTWWiaIL
286,8183 Robert Ridges,Jacksonville,NC,28546,-77.466625,34.87109,CtYpAAJulE
287,890 Andrew Burg Suite 171,Wake Forest,NC,27587,-78.55668,36.069254,hLzlJhqgZo
288,632 Morrison Village Suite 616,Albemarle,NC,28001,-80.256016,35.37832,POwsYiKTFb
289,3520 Christine Canyon,Lumberton,NC,28358,-79.018566,34.630024,DslyWcJhZo
